id_str,full_text,Netral
1.75E+18,"Ini nih pak alesannya banyak yg menolak pasal tembakau di RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan
Jelas banget kan kontribusinya selama ini, bisalah tolong diperhatikan lagi @Kemenperin @KemnakerRI @Jokowi @Kemenkes_RI https://t.co/iXu34uV0s2",Positif
1.75E+18,pelanggaran uu kesehatan gksi? terutama kesehatan mental:/ kalian termasuk korban dari ini tdak?? https://t.co/yISslePpqc,Negatif
1.75E+18,"...UU Kesehatan Jiwa.  Sebuah inovasi yang membuat saya tersanjung ((sedikit)). UU ini melarang diskriminasi terhadap ODGJ. Terlebih, siapapun yang memasung para ODGJ akan dikenakan sanksi.   sebuah aturan baru yang ✨luar biasa✨ https://t.co/Huq4voVRmI",Negatif
1.75E+18,"Depresi sejak remaja? Kok bisa?    Isu kesehatan mental di Indonesia masih perlu perbaikan. Apalagi, soal implementasi UU Kesehatan Jiwa masih jarang.  Para paslon katanya punya visi misi untuk memperbaiki isu kesehatan mental. Hmmm.   [sedikit thread buat kalian] https://t.co/4LKjx7DjTd",Negatif
1.75E+18,"@fairyyspace always happy mark, semoga kamuuu selaluu diberikan kesehatan supaya kamuu bisaa trs mensinarin hari² ku dengan senyuman indah muu , semoga jugaa km selalu dikelilingi orng² baik yaaa,i lovee uu markk🤍🤍",Positif
1.75E+18,"Akses kolom berita pada laman https://t.co/USfsGrRy9K untuk membaca berita selengkapnya ya, #Courtizen! ☺️ (3/3)  #MengawalKonstitusi #salaMKonstitusi #MKRI #UUKesehatan",Positif
1.75E+18,UU No. 17 tahun 2023 tentang Kesehatan bukan saja menafikan otonomi daerah berbasis Negara Kesatuan Republik Indonesia (NKRI) tetapi pada gilirannya merugikan kedudukan serta kepentingan tenaga medis dan tenaga kesehatan yang secara populasi tersebar di wilayah NKRI. (2/3),Netral
1.75E+18,Dua orang Ahli dan tiga orang Saksi Pemohon dihadirkan secara luring maupun daring dalam Sidang ketujuh Uji Formil UU Kesehatan. Laica Marzuki selaku salah satu Ahli Pemohon mengatakan tidak dilibatkannya Dewan Perwakilan Daerah (DPD) dalam proses pembentukan (1/3) https://t.co/XQE7V9Aq5y,Netral
1.75E+18,"@Ssormnta Huhu thank uu, kamu juga jaga kesehatan yaa🤍",Netral
1.75E+18,"@lilyaquina Oh ibu.. Alasan pindahnya naif skali. Jelang Pilpres UU diubah syarat Capres jd min SMA, d𝐢𝐭𝐮𝐫𝐮𝐧𝐤𝐚𝐧. Demi apa?  Dulu, jelang Pilpres 2004 syarat ditambah: kesehatan fisik (Gus Dur ga bisa Nyapres).  Itu realita, fakta perpolitikan kita. Toh itu sah.",Negatif
1.75E+18,Jika mengacu pada uu Kesehatan yg baru benar demikian hehe,Positif
1.75E+18,@_Satsuki98 Loh kenapaa😭 tp jaga kesehatan yaa satoo lop uu💖👊✨️,Netral
1.75E+18,"Tauu nihhh aku juga kangennn😤betewek semangat teruss yah shengg senin nyaa,jangan lupa makan,minum jaga kesehatan juga yah shengg,..lop uu 🫶🤍🤍#answerella @AM_EllaJKT48",Netral
1.75E+18,"@dr_tompi Padahal bapaknya menyikat habis UU kesehatan, apa lupa bang ?  Buat nakes, mau lanjut apa perubahan ?",Netral
1.75E+18,"gini nih kalo bullying sama abuse di normalisasikan berkedok 'biar ga punya mental tempe' anjing gue sebel banget, semoga ada uu yang ngebahas isu kaya gini nantinya deh, biar lebih aware lagi dengan kesehatan mental seseorang.",Positif
1.75E+18,@hariankompas Profesi #Apoteker termasuk profesi yg disebutkan dlm UU No. 17 Tahun 2023 tentang Kesehatan yg dibuat secara Omnibus Law dan disahkan dlm Rapat Paripurna DPR 11 Juli 2023 dan ditandatangani Presiden pada 8 Agustus 2023,Positif
1.75E+18,"SKM peminatan Gizi Kesmas  D3 Gizi S1 Gizi S1 Teknologi pangan  Btw SGZ juga mereka dihentikan STR nya pasca uu Kesehatan yg baru, nasib sama kaya SKM😅",Positif
1.75E+18,"Batubara dilindungi dengan UU Minerba, tapi tidak memperhitungkan dampak lingkungan dan kesehatan?",Netral
1.75E+18,"Selama ini energi kotor batu bara dapat banyak insentif, salah satunya revisi UU Minerba, dan yang paling penting dampak terhadap lingkungan dan kesehatan tidak pernah dihitung.   Jika semua faktor itu dihitung maka energi terbarukan jauh lebih murah. @gibran_tweet",Positif
1.75E+18,@DoehMA974 Yang dua tuh pendukung UU cilaka kesehatan.. Mana berani datang.. Mau di rujak audiens.. Atut.. Tut.. Tut..,Netral
1.75E+18,"Ah, yg bener, dok @berlianidris? Nanti kayak rezim sekarang pula, alih-alih mengaktifkan UU Kekarantinaan Kesehatan saat Pandemi (amit-amit jika terjadi lagi), malah mendorong di balik layar UU Cilaka—mengingat koalisinya, jg pro-UU Cilaka. Nyawa di Republik ini kan diobral, dok.",Positif
1.75E+18,"Rekayasa dan propaganda virus tipu-tipu siap mereka mainkan di tahun 2024. Tujuannya hanya mereka lebih bebas menguasai,mengatur dan mengendalikan tubuh anda dengan pandemi treaty dan UU KESEHATAN OMNIBUSUK itu. https://t.co/6ErcXinnO3",Positif
1.75E+18,di dalam uu cipta kerja sudah diatur secara detail agar bisa menciptakan lapangan pekerjaan #TegakkanHukum #KPK-RI #UndangUndang #ReformasiHukum #UUKesehatan nina mirdad bu retno tidur https://t.co/nyi8njgmwy,Netral
1.75E+18,"Manfaat UU Ciptaker untuk anak muda adalah menciptakan lapangan pekerjaan, akses mudah mengajukan izin usaha, pembiayaan usaha dan akses fasilitas #TegakkanHukum #KPK-RI #UndangUndang #ReformasiHukum #UUKesehatan nina mirdad bu retno tidur https://t.co/iEyAt0AxQe",Positif
1.75E+18,"Itu sebelum UU Kesehatan terbaru disahkan, masih ada kesempatan lulusan S1 farmasi dapet STR meski buat ngedapetin itu sulitnya setengah mati. Setelah UU Kesehatan terbaru disahkan, yang bisa dapet STR cuma lulusan D3 Farmasi, S1 Farmasi gadapet.",Positif
1.75E+18,UU omnibulaw kesehatan adalah fasisme medis. WHO bisa seenaknya mengumumkan pandemi secara mendadak disuatu negara. Ini sekali lagi bukan soal pandemi tapi total kontrol dan depopulasi penduduk dunia dengan alasan bodoh net 0% karbon halu.,Negatif
1.75E+18,Masukan untuk El Professor: 1. Kelanjutan UU EBT 2. Isu relasi antara pendidikan tinggi dan karier yang lagi hangat (termasuk MSIB) 3. Kesehatan mental anak-anak generasi Z (isu dan pendekatannya) 4. Hilirisasi yang bertanggung jawab--khususnya K3 dan kesejahteraan pekerja,Positif
1.75E+18,"@hrdbacot #TaliKasihHRDbacot  F22 freshgrad s1 gizi tanpa str, huft. Jobseeker dannnnn mencari teman sambat terkait pemerintah dan pejabat yg berwenang yg mengesahkan uu tenaga kesehatan gizi disaat tengah-tengah ukom dan sumpah profesi 😭 Ngebaca rep jd insecure sih, kalian hebat semua 😭",Positif
1.75E+18,Jd ingat saat demo Omnibus law kesehatan di dpn Kemenkes ada spanduk 2 buah hampir sepanjang ktr kemenkes di pasang . Di tritiar guedheeeeeee bangettt dan dr asosiasi / perhimpunan yg setuju dan pro ke UU itu .  😳🧐😳🙄🧐,Netral
1.75E+18,"@mamacitaCANYON @700juta @romeogadungan Yg aku bilang di atas itu soal diskriminasi, itu gampang banget diakalin. Kalau yang lain2 macam BPJS itu kalo gak salah sudah lama ada UU / peraturan. Karyawan di atas 10 orang wajib ikut BPJS Ketenagakerjaan dan BPJS Kesehatan. Enforcementnya yang susah.",Negatif
1.75E+18,"@TradeInves @REP0RT_ID Asuransi kesehatan yang diamanatkan UU ,dikelola negara, bukan fasilitas negara, rakyat yang bayar",Netral
1.75E+18,"@idaelso kalau mau satir comedy harusnya nakes ga lagi2 bisanya bisik2 perlakuan ga adil yg mrka terima. lha wong curhat dikit aja bisa didoxx trus kena uu ite, blm kmrn itu nyoba lapor ke kemenkes malah dibocorin orgnya. emg surem aja knyataan jd buruh kesehatan di sini",Negatif
1.75E+18,"Ning Atikoh disambut penuh antusias dan kemeriahan di acara Pemeriksaan Kesehatan Gratis, Bazar Murah Perindo di Jaksel (20/1/2024).  . #BersamaJagaD3mokrasi Demokrasi Ala Ganjar, Vietnam, Alhamdulillah 3, UU ITE, Towel, Hokky, Batam, Marselino, #SavePalti, #KamiBersamaPaltiwes https://t.co/AxIJn2ggI5",Positif
1.75E+18,"@MuhadklyAcho gak mesti gitu lah, UU IKN sama omnibus law (cilaka &amp  kesehatan) sama aturan buat masyarakat rempang aja kan menurut hukum sini bisa disetujui pembuat peraturan dulu baru dibahas dengan semua yang berurusan, apalagi cuma kontrak kerja dua pihak begitu 🥲",Positif
1.75E+18,Surat Edaran KEMENKES tentang Penyelenggaraan Perizinan Bagi Tenaga Medis dan Tenaga Kesehatan Pasca Terbitnya UU No.17 Tahun 2023 (Petunjuk Teknis Pengurusan SIP dan Kecukupan SKP tanpa Surat Rekomendasi Organisasi Profesi?)  Download di sini: https://t.co/jYnJQ1rv1c https://t.co/jKJcH695xk,Positif
1.75E+18,@Nabnabb5 @2009isbestyear Kalau uu kesehatan pak anies kemarin bilang sih kalo beliau jadi presiden beliau mau revisi dan kaji lagi uu kesehatan,Netral
1.75E+18,"@DedynurPalakka @gm_gm @psi_id Gimana caranya? Anggaplah psi di DPR dpt 20%+prabowo jd presiden, gmana caranya semua layanan kesehatan bs gratis? Apa anggaran kesehatan dinaikan? Jd berapa persen dr APBN? Apa BPJS dibubarkan? Atau gmana?  Jgn cuma copas UU, anak kecil jg bs!",Netral
1.75E+18,"wajar saja pedagang gelisah , karena sangat berdampak bagi pedagang eceran @Jokowi @Kemenkes_RI kami menentang pasal tembakau di RPP UU Kesehatan.  @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan #tolaklaranganpajangrokok https://t.co/0oWnUzqHkt",Positif
1.75E+18,sebaiknya lebih bikak lagi untuk memutuskan pasal ini pak @Jokowi @Kemenkes_RI kami menolak untuk pasal tembakau di RPP UU Kesehatan.  @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan #tolaklaranganpajangrokok https://t.co/j86pGryCsd,Positif
1.75E+18,"Harapan orang2 yg menolak RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan menurut ku sebenarnya gak banyak, minimal tuh jangan diabaikan dan diberikan solusi agar harus bagaimana sih pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/hzDQ3QrF1B",Positif
1.75E+18,"Walaupun besok dah weekend tapi kami tidak lelah bersuara menolak RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan bagi saudara dan teman2 kami yang terdampak. Semoga segera ada solusi buat mereka ya pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/FOY6YpddAJ",Positif
1.75E+18,"Mungkin bagi sebagian orang industri ini g penting, tapi bagi beberapa orang, hidupnya digantung disini, makanya mereka menolak RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan &amp  menyampaikan keberatannya pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/QzGVrysVBj",Positif
1.75E+18,"Bayangin aja, orang2 yg udah terdampak, tiap hari teriak2 menolak RPP UU Kesehatan #TolakPasalTembakauRPPKesehatan tapi sampai saat ini pun belum di kasih solusi dan kabar kelanjutannya oleh pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/fQICtdDBJj",Netral
1.75E+18,"Semoga yang gak terdampak langsung pun mampu membantu menyuarakan untuk menolak RPP UU KESEHATAN   #TolakPasalTembakauRPPKesehatan setidaknya, biar yang terdampak ini bisa diberi solusi oleh pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/4h1zEXUya0",Positif
1.75E+18,"Ada yang tau? Caranya biar suara rakyat kecil yang terdampak dan menolak RPP UU KESEHATAN   #TolakPasalTembakauRPPKesehatan ini bisa didengar dan ditindaklanjuti pak
@MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/IugCNO8dGh",Negatif
1.75E+18,"Asli, ini tuh emang ada plus minusnya, tapi bisa dong dengerin lagi ini suara yg menolak RPP UU KESEHATAN   #TolakPasalTembakauRPPKesehatan   @MMisbakhun @BudiGSadikin @Jokowi @Kemenkes_RI https://t.co/rAGc3tV9OG",Positif
1.75E+18,"Pedagang pendapatannya tdk seberapa sekarang tambah susah krn aturan ini, kami menolak pasal tembakau di RPP UU Kesehatan @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/EJHkPTREqP",Positif
1.75E+18,"Pak gimana nih @Jokowi pasal tembakau merugikan banyak pihak, Kami sepakat tolak pasal tembakau di RPP UU Kesehatan   @KemenkopUKM @KemnakerRI @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/RRa5q88j1x",Positif
1.75E+18,"wajar kalau meminta dilibatkan dalam pembahasan RPP UU Kesehatan, industri tembakau ini kan yg paling terdampak pak #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran  #tolaklaranganpajangrokok @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  https://t.co/IN5wl2PkPx",Positif
1.75E+18,"@M45Broo Bukan Gak mau, tapi negara ini butuh pembenahan baik dari UU, keadilan,  berdemokrasi, perekonomian yang teratur dan transparan, dan memperbaiki ketimpangan sosial dan pendidikan, kesehatan yang baik secara merata  Maka sekarang Kita butuh pak anies baswedan dulu . Terima kasih😁",Positif
1.75E+18,"karena ini merugikan kita semua sepakat untuk terus menolak rpp uu kesehatan @Jokowi @Kemenkes_RI, kita serius menentang pasal tembakau di RPP UU Kesehatan.  @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan #tolaklaranganpajangrokok https://t.co/z3hu1Dbhu7",Netral
1.75E+18,"Kami menolak pasal tembakau di RPP UU Kesehatan, gini bgt yah jd pedagang yg suaranya gak pernah didengar pemerintah @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/IObdgv4lQk",Netral
1.75E+18,"Gini bgt nasib rakyak kecil, menolak pasal tembakau di RPP UU Kesehatan pun gak pernah didengar @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/eHkLtYL8Dp",Negatif
1.75E+18,"gimana bisa tetap di lanjutkan kalau merugikan @Jokowi @Kemenkes_RI, kita serius menentang pasal tembakau di RPP UU Kesehatan.  @KemenkopUKM @KemnakerRI #TolakPasalTembakauRPPKesehatan #tolaklaranganpajangrokok https://t.co/CPyh5GWhnX",Negatif
1.75E+18,Kami tidak pernah lelah untuk menolak pasal tembakau di RPP UU Kesehatan sampai pemerintah mengubah aturan ini @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/C7obbfAZrR,Positif
1.75E+18,kita menolak pasal tembakau di RPP UU Kesehatan itu bukan tanpa alasan karna emang merugikan banyak pihak @KemenkopUKM @KemnakerRI @Jokowi @Kemenkes_RI  #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran #tolaklaranganpajangrokok https://t.co/ryOTQbGGP9,Positif
1.75E+18,"hrsnya pemerintah memikirkan lagi gmn nasib masyarakat kecil, jelas sih aku tolak bgt soal pengesahan RPP UU Kesehatan ini #TolakPasalTembakauRPPKesehatan #tolaklaranganrokokeceran  #tolaklaranganpajangrokok @KemenkopUKM @KemnakerRI @Jokowi https://t.co/JEqZunBBay",Negatif
1.75E+18,@tvOneNews Upaya Pak   Anies Baswedan untuk memperkuat peran masyarakat dalam pengawasan   implementasi UU Kesehatan adalah langkah yang cerdas.,Positif
1.75E+18,@tvOneNews Saya yakin   bahwa hasil kajian ulang UU Kesehatan akan menciptakan landasan hukum yang   lebih bersifat inklusif dan berpihak kepada kepentingan rakyat.,Positif
1.75E+18,@tvOneNews Dukungan   mahasiswa terhadap kajian ulang UU Kesehatan adalah manifestasi dari peran   kritis generasi muda dalam proses pembangunan bangsa.,Netral
1.75E+18,@tvOneNews Pak Anies   Baswedan membawa semangat revolusi kesehatan dengan mengusulkan UU Kesehatan   yang lebih mengakomodasi perkembangan sains dan teknologi.,Netral
1.75E+18,@tvOneNews Saya yakin   hasil kajian ulang UU Kesehatan akan memperkuat dasar hukum bagi penerapan   teknologi informasi dalam pelayanan kesehatan.,Positif
1.75E+18,@tvOneNews Dukungan   saya terhadap kajian ulang UU Kesehatan adalah wujud partisipasi dalam   membentuk kebijakan yang mengedepankan hak-hak masyarakat.,Netral
1.75E+18,@tvOneNews Langkah   Pak Anies Baswedan untuk mengakomodasi teknologi digital dalam UU Kesehatan   mencerminkan upaya untuk menjawab dinamika perkembangan zaman.,Netral
1.75E+18,@tvOneNews Saya   percaya bahwa hasil kajian ulang UU Kesehatan akan menciptakan landasan hukum   yang lebih responsif terhadap tantangan kesehatan masa depan.,Positif
1.75E+18,@tvOneNews Dukungan   mahasiswa terhadap pengkajian UU Kesehatan adalah bentuk kontribusi   intelektual kami dalam menyumbangkan ide dan solusi.,Positif
1.75E+18,@tvOneNews Saya   menghargai upaya Pak Anies Baswedan dalam memasukkan perspektif gender dalam   kajian ulang UU Kesehatan untuk menjamin kesetaraan akses kesehatan.,Netral
1.75E+18,@tvOneNews Keberhasilan   kajian ulang UU Kesehatan akan membuka peluang bagi perbaikan sistem   pendanaan kesehatan yang lebih berkeadilan.,Positif
1.75E+18,"@tvOneNews Melalui   kajian ulang UU Kesehatan, kita dapat merancang regulasi yang lebih responsif   terhadap kebutuhan pelayanan kesehatan di daerah terpencil.",Positif
1.75E+18,@tvOneNews Saya   mendukung ide Pak Anies Baswedan yang ingin memperkuat peran puskesmas dalam   mendukung keberhasilan implementasi UU Kesehatan.,Positif
1.75E+18,@tvOneNews Pak Anies   Baswedan mengajak kita semua untuk berpikir lebih kreatif dalam menghadapi   kompleksitas isu kesehatan melalui perubahan UU Kesehatan.,Positif
1.75E+18,@tvOneNews Saya   percaya bahwa hasil kajian ulang UU Kesehatan akan memperkuat kerangka hukum   dalam menghadapi tantangan kesehatan global.,Positif
1.75E+18,@tvOneNews Dukungan   saya terhadap kajian ulang UU Kesehatan adalah bentuk kepedulian terhadap   penguatan kapasitas sektor kesehatan di Indonesia.,Netral
1.75E+18,@tvOneNews Upaya Pak   Anies Baswedan untuk menjadikan UU Kesehatan lebih adaptif terhadap perubahan   lingkungan sosial dan ekonomi patut diapresiasi.,Positif
1.75E+18,@tvOneNews Saya yakin   bahwa kajian ulang UU Kesehatan dapat membuka pintu menuju penyelenggaraan   layanan kesehatan yang lebih efisien dan efektif.,Positif
1.75E+18,@tvOneNews Saya yakin   kajian ulang UU Kesehatan akan menciptakan landasan hukum yang lebih solid   untuk melibatkan sektor swasta dalam penyediaan layanan kesehatan.,Positif
1.75E+18,@tvOneNews Dukungan   mahasiswa terhadap kajian ulang UU Kesehatan adalah bukti nyata bahwa   perubahan yang diinginkan masyarakat dapat dimulai dari kalangan generasi   muda.,Positif
1.75E+18,"@tvOneNews Kajian UU   Kesehatan, Pak Anies bikin gregetan terus nih!",Positif
1.75E+18,@tvOneNews Pak Anies   emang the best! Kajian UU Kesehatan bikin penasaran!,Negatif
1.75E+18,"@tvOneNews Gokil   banget, Pak Anies! Kajian UU Kesehatan bikin nagih!",Negatif
1.75E+18,"@tvOneNews Nih dia,   Pak Anies lagi on fire! Kajian UU Kesehatan bikin excited!",Positif
1.75E+18,"@tvOneNews Semangat   terus, Pak Anies! Kajian UU Kesehatan, gokil abis!",Positif
1.75E+18,"@tvOneNews Makin   kekinian, Pak Anies! Kajian UU Kesehatan, jadi favorit!",Positif
1.75E+18,"@tvOneNews Pak Anies   memang top! Kajian UU Kesehatan, gak ngebosenin!",Positif
1.75E+18,"@tvOneNews Wow, Pak   Anies! Kajian UU Kesehatan, makin up to date!",Positif
1.75E+18,"@tvOneNews Gokil   abis, Pak Anies! Kajian UU Kesehatan, jadi mood booster!",Netral
1.75E+18,"@tvOneNews Apresiasi   tinggi buat Pak Anies! Kajian UU Kesehatan, top markotop!",Positif
1.75E+18,"@tvOneNews Kece abis,   Pak Anies! Kajian UU Kesehatan, serius tapi cool!",Negatif
1.75E+18,"@tvOneNews Kajian UU   Kesehatan ala Pak Anies, mantap jiwa!",Netral
1.75E+18,"@tvOneNews Kajian UU   Kesehatan, Pak Anies ngajak gen Z buat pede jadi anak bangsa!",Positif
1.75E+18,"@tvOneNews Pantesan,   Pak Anies emang keren! Kajian UU Kesehatan bakal juara!",Positif
1.75E+18,"@tvOneNews Bro, Pak   Anies punya vibe kekinian! Kajian UU Kesehatan jadi obat keren.",Positif
1.75E+18,"@tvOneNews Nih dia,   Pak Anies emang pantes jadi presiden! Kajian UU Kesehatan, kece abis!",Positif
1.75E+18,@tvOneNews Keberanian   Pak Anies dalam mengambil langkah kajian ulang UU Kesehatan patut   diapresiasi.,Positif
1.75E+18,"@tvOneNews Terima   kasih Pak Anies, semoga kajian ulang UU Kesehatan memberikan solusi yang   efektif.",Positif
1.75E+18,@tvOneNews Semangat   Pak Anies! Kajian ulang UU Kesehatan adalah langkah yang sangat positif.,Positif
1.75E+18,@tvOneNews Mendukung   penuh niat baik Pak Anies dalam mengkaji ulang UU Kesehatan.,Positif
1.75E+18,"@tvOneNews Keputusan   yang bijak, Pak Anies. Kajian ulang UU Kesehatan akan memberikan pandangan   yang baru.",Positif
1.75E+18,@tvOneNews Semoga   kajian ulang UU Kesehatan oleh Pak Anies membawa solusi yang bermanfaat.,Positif
1.75E+18,@tvOneNews Semoga Pak   Anies dapat membawa perubahan positif melalui kajian ulang UU Kesehatan.,Positif
1.75E+18,@tvOneNews Semoga Pak   Anies mendapatkan dukungan yang luas dalam kajian ulang UU Kesehatan.,Netral
1.75E+18,@tvOneNews Dukungan   penuh untuk upaya Pak Anies dalam memperbaiki UU Kesehatan.,Positif
1.75E+18,"@tvOneNews Dengan Anies, kita yakin UU kesehatan akan diperbarui dengan perspektif yang lebih holistik.",Positif
1.75E+18,@tvOneNews Semoga Pak   Anies berhasil mengimplementasikan hasil kajian ulang UU Kesehatan dengan   baik.,Netral
1.75E+18,"@tvOneNews Ini   langkah yang sangat positif, Pak Anies. Kajian ulang UU Kesehatan perlu   dilakukan.",Positif
1.75E+18,@tvOneNews Mendukung   langkah Pak Anies untuk mengkaji ulang UU Kesehatan demi kepentingan rakyat.,Netral
1.75E+18,@tvOneNews Kita   berharap kajian ulang UU Kesehatan oleh Pak Anies dapat memberikan solusi   terbaik.,Positif
1.75E+18,"@tvOneNews Keputusan   yang visioner, Pak Anies. Kajian ulang UU Kesehatan adalah langkah maju.",Netral
1.75E+18,"@tvOneNews Sukses   selalu, Pak Anies! Semoga kajian ulang UU Kesehatan sukses dilaksanakan.",Positif
1.75E+18,"@tvOneNews Semangat   Pak Anies, kajian ulang UU Kesehatan adalah langkah menuju perbaikan sistem   kesehatan.",Netral
1.75E+18,@tvOneNews Semoga Pak   Anies dapat membawa inovasi dalam perbaikan UU Kesehatan.,Netral
1.75E+18,"@tvOneNews Ini   keputusan bijak, Pak Anies. Kajian ulang UU Kesehatan sangat diperlukan.",Positif
1.75E+18,@tvOneNews Semoga   evaluasi UU Kesehatan ini membawa solusi inovatif untuk meningkatkan akses   dan kualitas layanan kesehatan.,Positif
1.75E+18,@tvOneNews Keputusan   Pak Anies untuk mengkaji ulang UU Kesehatan memberikan keyakinan bahwa   perubahan nyata dalam sektor kesehatan dapat terwujud.,Positif
1.75E+18,@tvOneNews Keberanian   Pak Anies untuk memperbarui UU Kesehatan adalah wujud dari pemimpin yang   berani menghadapi tantangan sektor kesehatan.,Netral
1.75E+18,@tvOneNews Semoga   evaluasi UU Kesehatan ini menjadi langkah awal untuk menciptakan sistem   kesehatan yang lebih tanggap dan efektif.,Positif
1.75E+18,@tvOneNews Keputusan   Pak Anies untuk mengkaji ulang UU Kesehatan merupakan langkah strategis untuk   meningkatkan kualitas hidup masyarakat.,Netral
1.75E+18,@tvOneNews Keputusan   Pak Anies untuk memperbarui UU Kesehatan adalah bentuk tanggung jawab dan   kepedulian terhadap kesehatan masyarakat.,Netral
1.75E+18,@tvOneNews Semoga   evaluasi UU Kesehatan ini menjadi dasar untuk pembangunan sistem kesehatan   yang inklusif dan berdaya tanggap.,Netral
1.75E+18,@tvOneNews Semangat   positif Pak Anies menciptakan harapan bahwa evaluasi UU Kesehatan akan   membawa transformasi besar bagi sektor kesehatan.,Positif
1.75E+18,@tvOneNews Keberanian   Pak Anies dalam mengkaji ulang UU Kesehatan adalah upaya nyata untuk   menciptakan perubahan positif dalam layanan kesehatan.,Positif
1.75E+18,@tvOneNews Keputusan   Pak Anies untuk memperbarui UU Kesehatan adalah langkah penting untuk   memastikan keberlanjutan dan perbaikan sistem kesehatan.,Positif
1.75E+18,@tvOneNews Semangat   positif Pak Anies menciptakan harapan bahwa evaluasi UU Kesehatan akan   menghasilkan kebijakan yang inklusif dan berkeadilan.,Positif
1.75E+18,@tvOneNews Keberanian   Pak Anies untuk mengkaji ulang UU Kesehatan merupakan langkah maju menuju   pembangunan sektor kesehatan yang lebih baik.,Positif
1.75E+18,@tvOneNews Apresiasi   tinggi untuk Pak Anies yang memiliki visi jelas dalam meningkatkan kesehatan   masyarakat melalui kajian ulang UU Kesehatan.,Positif
1.75E+18,@tvOneNews Dukungan   penuh untuk Pak Anies yang menunjukkan tanggung jawab dan keberanian dalam   upayanya memperbarui UU Kesehatan.,Positif
1.75E+18,@tvOneNews Keputusan   Pak Anies untuk memperbarui UU Kesehatan mencerminkan sikap proaktif dalam   menghadapi tantangan kesehatan masyarakat.,Netral
1.75E+18,@tvOneNews Semangat   reformasi Pak Anies dalam menjawab panggilan kebutuhan masyarakat melalui   kajian ulang UU Kesehatan patut diacungi jempol.,Netral
1.75E+18,@tvOneNews Apresiasi   tinggi untuk Pak Anies yang mengambil inisiatif proaktif untuk mengevaluasi   UU Kesehatan demi peningkatan pelayanan kesehatan nasional.,Positif
1.75E+18,@tvOneNews Langkah   progresif Pak Anies dalam menyempurnakan UU Kesehatan adalah bukti nyata   bahwa kesejahteraan rakyat menjadi prioritas utama.,Positif
1.75E+18,"@tvOneNews Pak Anies   menunjukkan kepemimpinan yang visioner dengan niat baiknya untuk mengkaji   ulang UU Kesehatan, menandakan komitmen pada perubahan positif.",Positif
1.75E+18,@tvOneNews Keberanian   Pak Anies untuk memperbarui UU Kesehatan menciptakan landasan yang kokoh   untuk pembangunan sektor kesehatan yang berkelanjutan.,Netral
1.75E+18,@tvOneNews Apresiasi   tinggi buat Pak Anies yang berkomitmen untuk menghadirkan perubahan positif   melalui evaluasi UU Kesehatan.,Positif
1.75E+18,"@adityalesmana @mfatahilahakbar Ini jadi menarik. Di UU Kesehatan, kesalahan karyawan jadi tanggungjawab RS juga. Kalau ambil contoh kasus ini, jadi menarik kalo pasalnya di uji di MK nih.",Positif
1.75E+18,@tvOneNews Semoga   evaluasi UU Kesehatan ini menjadi fondasi untuk meningkatkan akses dan   kualitas pelayanan kesehatan bagi semua lapisan masyarakat.,Netral
1.75E+18,@tvOneNews Apresiasi   tinggi untuk Pak Anies yang menunjukkan kepedulian dan ketulusan dalam   memperbaiki UU Kesehatan untuk kebaikan semua.,Positif
1.75E+18,@tvOneNews Semoga   evaluasi UU Kesehatan ini dapat menghasilkan kebijakan yang lebih inklusif   dan memberikan pelayanan kesehatan yang berkualitas.,Positif
